,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,Ref Frequency,Temp,,Ref Frequency,Temp,,Ref Frequency,Temp,,Ref Frequency,Temp,,Ref Frequency,Temp,,Ref Frequency,Temp,,Ref Frequency,Temp,,Ref Frequency,Temp,
1,21699936.86,24.5,,21699947.17,24.50,,21699928.21,24.50,,21699950.31,24.50,,21699926.00,24.50,,21699939.62,24.50,,21699953.66,24.25,,21699943.17,24.50,
325,21699942.54,-30.25,0.262,21699952.15,-30.25,0.230,21699927.34,-30.25,-0.041,21699955.57,-30.25,0.242,21699927.21,-30.00,0.056,21699944.62,-30.00,0.230,21699957.87,-30.00,0.194,21699949.61,-30.00,0.297
326,21699942.46,-30,0.258,21699951.99,-30.00,0.222,21699927.26,-30.00,-0.044,21699955.34,-30.00,0.232,21699927.02,-30.00,0.047,21699944.37,-30.00,0.219,21699957.19,-30.00,0.163,21699949.33,-30.00,0.284
327,21699942.44,-29.75,0.257,21699951.79,-29.75,0.213,21699927.11,-29.75,-0.051,21699954.95,-29.75,0.214,21699926.75,-29.75,0.035,21699944.05,-29.75,0.204,21699956.49,-29.75,0.130,21699949.15,-29.75,0.276
328,21699942.42,-29.25,0.256,21699951.53,-29.25,0.201,21699927.05,-29.25,-0.054,21699954.70,-29.25,0.202,21699926.63,-29.50,0.029,21699943.91,-29.50,0.198,21699955.89,-29.50,0.102,21699949.01,-29.50,0.269
329,21699942.38,-29,0.254,21699951.22,-29.00,0.187,21699926.91,-28.75,-0.060,21699954.39,-28.75,0.188,21699926.50,-29.25,0.023,21699943.61,-29.25,0.184,21699955.24,-29.25,0.073,21699948.85,-29.25,0.262
330,21699942.24,-28.5,0.248,21699950.82,-28.50,0.168,21699926.72,-28.50,-0.069,21699953.89,-28.25,0.165,21699926.21,-29.00,0.009,21699943.10,-29.00,0.160,21699954.42,-29.00,0.035,21699948.50,-29.00,0.246
331,21699942.07,-28,0.24,21699950.30,-28.00,0.144,21699926.37,-28.00,-0.085,21699953.34,-27.75,0.139,21699925.80,-28.75,-0.009,21699942.66,-28.50,0.140,21699953.79,-28.50,0.006,21699948.28,-28.50,0.236
332,21699942.12,-27.5,0.242,21699949.92,-27.50,0.127,21699926.28,-27.50,-0.089,21699953.09,-27.25,0.128,21699925.76,-28.25,-0.011,21699942.42,-28.25,0.129,21699953.36,-28.25,-0.014,21699948.04,-28.25,0.225
333,21699942.01,-26.75,0.237,21699949.47,-26.75,0.106,21699926.01,-26.75,-0.102,21699952.75,-26.75,0.112,21699925.51,-28.00,-0.022,21699941.97,-27.75,0.108,21699952.90,-27.75,-0.035,21699947.82,-28.00,0.214
334,21699942.02,-26.25,0.238,21699949.06,-26.25,0.087,21699925.87,-26.25,-0.108,21699952.47,-26.25,0.099,21699925.39,-27.50,-0.028,21699941.78,-27.50,0.100,21699952.73,-27.50,-0.043,21699947.64,-27.50,0.206
335,21699941.86,-25.5,0.23,21699948.48,-25.50,0.061,21699925.64,-25.50,-0.118,21699952.19,-25.50,0.087,21699925.25,-27.00,-0.035,21699941.54,-27.00,0.089,21699952.58,-27.00,-0.050,21699947.43,-26.75,0.197
336,21699941.77,-25,0.226,21699947.98,-25.00,0.038,21699925.41,-25.00,-0.129,21699951.96,-25.00,0.076,21699925.07,-26.25,-0.043,21699941.22,-26.25,0.074,21699952.44,-26.25,-0.056,21699947.06,-26.25,0.179
337,21699941.67,-24.25,0.221,21699947.63,-24.25,0.022,21699925.29,-24.25,-0.135,21699951.95,-24.25,0.076,21699925.08,-25.75,-0.043,21699941.14,-25.75,0.070,21699952.49,-25.75,-0.054,21699946.82,-25.75,0.169
338,21699941.61,-23.75,0.219,21699947.20,-23.75,0.002,21699925.13,-23.50,-0.142,21699951.79,-23.50,0.068,21699924.97,-25.25,-0.048,21699940.93,-25.00,0.060,21699952.62,-25.00,-0.048,21699946.53,-25.00,0.155
339,21699941.5,-23,0.214,21699946.83,-23.00,-0.016,21699925.01,-22.75,-0.148,21699951.78,-22.75,0.068,21699924.92,-24.50,-0.050,21699940.89,-24.50,0.059,21699952.80,-24.50,-0.040,21699946.40,-24.50,0.149
340,21699941.3,-22.25,0.204,21699946.51,-22.25,-0.030,21699924.89,-22.00,-0.153,21699951.80,-22.25,0.069,21699924.94,-24.00,-0.049,21699940.82,-24.00,0.055,21699953.00,-23.75,-0.030,21699946.13,-24.00,0.137
341,21699941.04,-21.5,0.192,21699946.23,-21.50,-0.043,21699924.86,-21.50,-0.155,21699951.87,-21.25,0.072,21699924.96,-23.25,-0.048,21699940.73,-23.25,0.051,21699953.15,-23.25,-0.024,21699945.87,-23.25,0.125
342,21699940.93,-20.75,0.187,21699946.10,-21.00,-0.049,21699924.86,-20.75,-0.155,21699952.00,-20.75,0.078,21699925.04,-22.50,-0.044,21699940.72,-22.50,0.051,21699953.30,-22.50,-0.017,21699945.65,-22.50,0.115
343,21699940.66,-20,0.175,21699945.86,-20.00,-0.060,21699924.86,-20.00,-0.154,21699952.09,-20.00,0.082,21699925.14,-21.75,-0.040,21699940.73,-21.75,0.051,21699953.54,-21.75,-0.006,21699945.49,-21.75,0.107
344,21699940.36,-19.5,0.161,21699945.65,-19.25,-0.070,21699924.85,-19.00,-0.155,21699952.21,-19.00,0.087,21699925.21,-21.00,-0.036,21699940.74,-21.00,0.052,21699953.71,-21.00,0.002,21699945.35,-21.00,0.101
345,21699940.22,-18.5,0.155,21699945.62,-18.50,-0.071,21699925.00,-18.50,-0.148,21699952.39,-18.25,0.096,21699925.38,-20.50,-0.029,21699940.89,-20.50,0.059,21699954.00,-20.50,0.015,21699945.38,-20.25,0.102
346,21699939.99,-17.75,0.144,21699945.58,-17.75,-0.073,21699925.12,-17.75,-0.143,21699952.57,-17.75,0.104,21699925.59,-19.75,-0.019,21699941.01,-19.75,0.064,21699954.07,-19.75,0.019,21699945.32,-19.75,0.099
347,21699939.77,-16.75,0.134,21699945.59,-17.00,-0.073,21699925.36,-17.00,-0.132,21699952.83,-17.00,0.116,21699925.83,-19.00,-0.008,21699941.14,-19.00,0.070,21699954.21,-18.75,0.025,21699945.40,-18.75,0.103
348,21699939.57,-16,0.125,21699945.70,-16.00,-0.068,21699925.60,-16.25,-0.120,21699953.07,-16.25,0.127,21699926.09,-18.00,0.004,21699941.42,-18.00,0.083,21699954.42,-18.00,0.035,21699945.51,-18.00,0.108
349,21699939.35,-15.5,0.115,21699945.73,-15.50,-0.066,21699925.77,-15.25,-0.113,21699953.20,-15.25,0.133,21699926.34,-17.25,0.015,21699941.48,-17.25,0.086,21699954.52,-17.25,0.040,21699945.67,-17.25,0.115
350,21699939.16,-14.75,0.106,21699945.80,-14.50,-0.063,21699926.06,-14.50,-0.099,21699953.40,-14.50,0.142,21699926.56,-16.50,0.026,21699941.62,-16.50,0.092,21699954.59,-16.50,0.043,21699945.78,-16.50,0.121
351,21699938.99,-13.75,0.098,21699945.94,-13.75,-0.057,21699926.28,-13.75,-0.089,21699953.55,-13.75,0.149,21699926.80,-15.75,0.037,21699941.83,-15.75,0.102,21699954.71,-15.75,0.048,21699945.99,-15.75,0.130
352,21699938.87,-13,0.092,21699946.06,-13.00,-0.051,21699926.60,-13.00,-0.074,21699953.77,-12.75,0.159,21699927.10,-15.00,0.051,21699941.98,-15.00,0.109,21699954.88,-14.75,0.056,21699946.24,-14.75,0.142
353,21699938.8,-12.25,0.089,21699946.25,-12.00,-0.042,21699926.93,-12.25,-0.059,21699953.93,-12.00,0.167,21699927.39,-14.00,0.064,21699942.18,-14.00,0.118,21699954.97,-14.00,0.060,21699946.44,-14.00,0.151
354,21699938.57,-11.25,0.079,21699946.27,-11.25,-0.041,21699927.11,-11.25,-0.051,21699953.96,-11.25,0.168,21699927.65,-13.25,0.076,21699942.41,-13.25,0.128,21699955.15,-13.25,0.069,21699946.72,-13.25,0.164
355,21699938.5,-10.5,0.076,21699946.52,-10.25,-0.030,21699927.48,-10.50,-0.034,21699954.23,-10.25,0.181,21699927.96,-12.50,0.090,21699942.63,-12.50,0.139,21699955.30,-12.50,0.075,21699947.00,-12.50,0.177
356,21699938.46,-9.75,0.074,21699946.64,-9.50,-0.024,21699927.71,-9.50,-0.023,21699954.33,-9.50,0.185,21699928.10,-11.75,0.097,21699942.78,-11.50,0.146,21699955.36,-11.50,0.078,21699947.21,-11.50,0.186
357,21699938.32,-8.75,0.067,21699946.79,-8.75,-0.017,21699927.97,-8.75,-0.011,21699954.58,-8.75,0.196,21699928.45,-10.75,0.113,21699943.04,-10.75,0.158,21699955.60,-10.75,0.089,21699947.53,-10.75,0.201
358,21699938.2,-8,0.062,21699947.02,-7.75,-0.007,21699928.28,-7.75,0.003,21699954.78,-7.75,0.206,21699928.70,-10.00,0.124,21699943.27,-10.00,0.168,21699955.77,-10.00,0.097,21699947.70,-10.00,0.209
359,21699938.16,-7,0.06,21699947.23,-6.75,0.003,21699928.56,-7.00,0.016,21699954.99,-7.00,0.216,21699928.92,-9.00,0.135,21699943.42,-9.00,0.175,21699955.82,-9.00,0.099,21699947.85,-9.00,0.216
360,21699937.97,-6.25,0.051,21699947.33,-6.25,0.008,21699928.74,-6.25,0.024,21699955.10,-6.00,0.221,21699929.12,-8.25,0.144,21699943.66,-8.25,0.186,21699956.08,-8.25,0.111,21699948.11,-8.25,0.228
361,21699937.97,-5.5,0.051,21699947.69,-5.25,0.024,21699929.10,-5.25,0.041,21699955.35,-5.25,0.232,21699929.29,-7.25,0.151,21699943.93,-7.25,0.198,21699956.21,-7.25,0.117,21699948.28,-7.25,0.236
362,21699937.64,-4.5,0.036,21699947.72,-4.50,0.025,21699929.14,-4.50,0.043,21699955.37,-4.50,0.233,21699929.36,-6.75,0.155,21699944.00,-6.75,0.202,21699956.22,-6.50,0.118,21699948.32,-6.50,0.238
363,21699937.42,-3.75,0.026,21699947.96,-3.50,0.037,21699929.44,-3.50,0.056,21699955.59,-3.50,0.243,21699929.58,-5.75,0.165,21699944.27,-5.75,0.214,21699956.35,-5.50,0.124,21699948.42,-5.75,0.242
364,21699937.28,-3,0.019,21699948.23,-2.75,0.049,21699929.64,-2.75,0.066,21699955.75,-2.75,0.251,21699929.59,-4.75,0.166,21699944.41,-4.75,0.221,21699956.39,-4.75,0.126,21699948.43,-4.75,0.243
365,21699937.13,-2,0.012,21699948.34,-2.00,0.054,21699929.71,-2.00,0.069,21699955.73,-2.00,0.250,21699929.54,-4.00,0.163,21699944.52,-4.00,0.226,21699956.47,-4.00,0.129,21699948.47,-3.75,0.244
366,21699936.93,-1.25,0.003,21699948.55,-1.25,0.064,21699929.82,-1.25,0.074,21699955.84,-1.00,0.255,21699929.55,-3.00,0.164,21699944.58,-3.00,0.229,21699956.37,-3.00,0.125,21699948.28,-3.00,0.236
367,21699936.75,-0.5,-0.005,21699948.60,-0.50,0.066,21699929.84,-0.25,0.075,21699955.78,-0.25,0.252,21699929.45,-2.50,0.159,21699944.57,-2.25,0.228,21699956.33,-2.50,0.123,21699948.15,-2.25,0.230
368,21699936.5,0.25,-0.017,21699948.75,0.50,0.073,21699929.88,0.50,0.077,21699955.86,0.50,0.255,21699929.49,-1.75,0.161,21699944.68,-1.50,0.234,21699956.37,-1.50,0.125,21699947.99,-1.50,0.223
369,21699936.28,1.25,-0.027,21699948.78,1.25,0.075,21699929.82,1.25,0.074,21699955.80,1.25,0.253,21699929.36,-0.75,0.155,21699944.68,-0.75,0.233,21699956.27,-0.75,0.120,21699947.85,-0.75,0.216
370,21699936.13,2,-0.034,21699948.85,2.00,0.078,21699929.83,2.00,0.074,21699955.75,2.25,0.251,21699929.17,0.25,0.146,21699944.59,0.25,0.229,21699956.24,0.25,0.119,21699947.64,0.25,0.206
371,21699935.97,2.75,-0.041,21699948.91,2.75,0.081,21699929.81,3.00,0.073,21699955.75,3.00,0.250,21699929.12,1.00,0.144,21699944.60,1.00,0.229,21699956.19,1.00,0.116,21699947.48,1.00,0.199
372,21699935.78,3.5,-0.05,21699948.84,3.75,0.077,21699929.63,3.75,0.065,21699955.50,3.75,0.239,21699928.89,1.75,0.133,21699944.47,2.00,0.224,21699956.02,2.00,0.109,21699947.21,1.75,0.186
373,21699935.7,4.5,-0.054,21699948.93,4.50,0.081,21699929.61,4.50,0.064,21699955.41,4.50,0.235,21699928.61,2.75,0.120,21699944.26,2.75,0.214,21699955.80,2.75,0.098,21699946.84,2.75,0.169
374,21699935.61,5.25,-0.058,21699948.85,5.25,0.077,21699929.45,5.25,0.057,21699955.19,5.25,0.225,21699928.48,3.50,0.114,21699944.11,3.50,0.207,21699955.72,3.50,0.095,21699946.60,3.50,0.158
375,21699935.51,6,-0.062,21699948.70,6.00,0.071,21699929.24,6.25,0.047,21699954.99,6.25,0.215,21699928.27,4.25,0.104,21699943.90,4.25,0.197,21699955.57,4.50,0.088,21699946.31,4.50,0.145
376,21699935.44,6.75,-0.065,21699948.63,7.00,0.068,21699929.10,7.00,0.041,21699954.80,7.00,0.207,21699928.05,5.25,0.095,21699943.71,5.25,0.189,21699955.38,5.25,0.079,21699946.00,5.25,0.131
377,21699935.21,7.75,-0.076,21699948.45,7.75,0.059,21699928.81,7.75,0.028,21699954.52,7.75,0.194,21699927.83,5.75,0.084,21699943.48,5.75,0.178,21699955.32,5.75,0.076,21699945.74,5.75,0.119
378,21699935.31,8.5,-0.072,21699948.48,8.50,0.060,21699928.80,8.50,0.027,21699954.43,8.75,0.190,21699927.69,6.50,0.078,21699943.29,6.50,0.169,21699955.24,6.75,0.073,21699945.53,6.75,0.109
379,21699935.24,9.25,-0.075,21699948.30,9.50,0.052,21699928.53,9.50,0.015,21699954.16,9.50,0.177,21699927.47,7.50,0.068,21699943.08,7.50,0.160,21699955.21,7.50,0.071,21699945.37,7.50,0.102
380,21699935.3,10.25,-0.072,21699948.28,10.25,0.051,21699928.44,10.25,0.010,21699953.96,10.25,0.168,21699927.39,8.25,0.064,21699942.88,8.25,0.150,21699955.11,8.25,0.066,21699945.18,8.25,0.093
381,21699935.37,11,-0.069,21699948.27,11.00,0.051,21699928.32,11.00,0.005,21699953.83,11.25,0.162,21699927.28,9.00,0.059,21699942.66,9.00,0.140,21699954.99,9.00,0.061,21699945.01,9.00,0.085
382,21699935.16,12,-0.078,21699948.04,12.00,0.040,21699928.09,12.00,-0.006,21699953.59,12.00,0.151,21699927.12,9.75,0.052,21699942.46,9.75,0.131,21699955.00,9.75,0.061,21699944.91,9.75,0.080
383,21699935.22,12.75,-0.076,21699948.02,13.00,0.039,21699927.92,13.00,-0.013,21699953.32,13.00,0.139,21699926.94,10.50,0.043,21699942.30,10.50,0.124,21699954.91,10.50,0.057,21699944.74,10.50,0.072
384,21699935.22,13.75,-0.076,21699947.91,13.75,0.034,21699927.75,13.75,-0.021,21699953.12,13.75,0.129,21699926.85,11.25,0.039,21699942.11,11.25,0.115,21699954.78,11.25,0.051,21699944.53,11.25,0.063
385,21699935.18,14.5,-0.078,21699947.89,14.50,0.033,21699927.72,14.75,-0.023,21699952.97,14.75,0.122,21699926.78,12.00,0.036,21699941.89,12.25,0.105,21699954.73,12.25,0.049,21699944.36,12.25,0.055
386,21699935.23,15.5,-0.075,21699947.96,15.50,0.036,21699927.71,15.50,-0.023,21699952.91,15.50,0.120,21699926.84,13.00,0.039,21699941.93,12.75,0.106,21699954.82,12.75,0.053,21699944.41,12.75,0.057
387,21699935.2,16.25,-0.077,21699947.95,16.50,0.036,21699927.57,16.50,-0.030,21699952.75,16.50,0.112,21699926.74,13.50,0.034,21699941.70,13.50,0.096,21699954.73,13.50,0.049,21699944.20,13.50,0.048
388,21699935.07,17.25,-0.083,21699947.89,17.25,0.033,21699927.54,17.25,-0.031,21699952.63,17.25,0.107,21699926.76,14.25,0.035,21699941.61,14.25,0.092,21699954.70,14.25,0.048,21699944.17,14.50,0.046
389,21699934.97,18,-0.087,21699947.87,18.00,0.033,21699927.41,18.25,-0.037,21699952.46,18.25,0.099,21699926.68,15.25,0.031,21699941.51,15.25,0.087,21699954.65,15.25,0.045,21699944.04,15.25,0.040
390,21699934.96,19,-0.088,21699948.03,19.00,0.040,21699927.48,19.00,-0.034,21699952.44,19.25,0.098,21699926.69,16.00,0.032,21699941.40,16.00,0.082,21699954.64,16.00,0.045,21699943.98,16.00,0.037
391,21699934.87,20,-0.092,21699948.13,20.00,0.045,21699927.46,20.00,-0.035,21699952.34,20.00,0.093,21699926.68,16.50,0.031,21699941.36,16.75,0.080,21699954.70,16.75,0.048,21699943.95,16.75,0.036
392,21699934.9,20.75,-0.091,21699948.35,20.75,0.055,21699927.54,20.75,-0.031,21699952.32,20.75,0.093,21699926.72,17.50,0.033,21699941.31,17.50,0.078,21699954.67,17.50,0.047,21699943.86,17.50,0.032
393,21699934.74,21.5,-0.098,21699948.41,21.50,0.057,21699927.57,21.50,-0.030,21699952.22,21.75,0.088,21699926.72,18.50,0.033,21699941.25,18.50,0.075,21699954.73,18.50,0.049,21699943.71,18.75,0.025
394,21699934.67,22.5,-0.101,21699948.52,22.50,0.062,21699927.47,22.50,-0.034,21699952.02,22.50,0.079,21699926.64,19.50,0.029,21699941.19,19.50,0.072,21699954.64,19.25,0.045,21699943.55,19.75,0.018
395,21699934.49,23.25,-0.109,21699948.71,23.25,0.071,21699927.49,23.50,-0.033,21699951.99,23.50,0.077,21699926.56,20.25,0.026,21699941.15,20.50,0.071,21699954.50,20.50,0.039,21699943.41,20.50,0.011
396,21699934.47,24,-0.11,21699948.89,24.25,0.079,21699927.60,24.25,-0.028,21699951.94,24.25,0.075,21699926.49,21.25,0.022,21699941.14,21.25,0.070,21699954.42,21.50,0.035,21699943.31,21.50,0.007
397,21699934.37,25,-0.115,21699948.89,25.00,0.079,21699927.54,25.00,-0.031,21699951.76,25.00,0.067,21699926.32,22.25,0.015,21699941.02,22.25,0.065,21699954.33,22.25,0.031,21699943.22,22.25,0.002
398,21699934.28,25.75,-0.119,21699948.97,26.00,0.083,21699927.50,26.00,-0.033,21699951.69,26.00,0.064,21699926.28,23.00,0.013,21699940.93,23.25,0.061,21699954.16,23.25,0.023,21699943.15,23.25,-0.001
399,21699934.2,26.75,-0.123,21699949.05,26.75,0.087,21699927.44,26.75,-0.036,21699951.57,26.75,0.058,21699926.25,24.00,0.012,21699940.95,24.00,0.061,21699954.16,24.00,0.023,21699943.20,24.00,0.002
400,21699934.13,27.5,-0.126,21699949.12,27.75,0.090,21699927.34,27.75,-0.041,21699951.42,27.75,0.051,21699926.20,25.00,0.009,21699940.82,25.00,0.055,21699954.04,25.00,0.017,21699943.14,25.00,-0.001
401,21699934.12,28.5,-0.127,21699949.15,28.50,0.091,21699927.24,28.50,-0.045,21699951.20,28.50,0.041,21699926.11,25.75,0.005,21699940.59,25.75,0.045,21699953.85,26.00,0.008,21699943.05,26.00,-0.005
402,21699934.05,29.25,-0.13,21699949.14,29.25,0.091,21699927.24,29.25,-0.045,21699951.14,29.25,0.038,21699926.19,26.75,0.009,21699940.66,26.75,0.048,21699953.83,26.75,0.008,21699943.09,26.75,-0.004
403,21699933.98,30.25,-0.133,21699949.14,30.25,0.091,21699927.20,30.25,-0.047,21699950.97,30.25,0.030,21699926.25,27.50,0.011,21699940.67,27.50,0.049,21699953.77,27.50,0.005,21699943.17,27.50,0.000
404,21699933.92,31,-0.135,21699949.07,31.00,0.088,21699927.19,31.00,-0.047,21699950.85,31.00,0.025,21699926.23,28.25,0.010,21699940.63,28.25,0.046,21699953.69,28.50,0.001,21699943.21,28.50,0.002
405,21699934,31.75,-0.132,21699949.20,31.75,0.094,21699927.26,31.75,-0.044,21699950.78,32.00,0.022,21699926.24,29.25,0.011,21699940.60,29.25,0.045,21699953.60,29.25,-0.003,21699943.27,29.50,0.005
406,21699933.89,32.75,-0.137,21699949.14,32.75,0.091,21699927.16,32.75,-0.049,21699950.64,32.75,0.015,21699926.32,30.25,0.015,21699940.56,30.00,0.043,21699953.59,30.25,-0.003,21699943.45,30.25,0.013
407,21699933.98,33.5,-0.133,21699949.24,33.50,0.095,21699927.25,33.50,-0.045,21699950.59,33.50,0.013,21699926.44,30.75,0.020,21699940.68,31.00,0.049,21699953.58,31.00,-0.004,21699943.61,31.00,0.021
408,21699933.9,34.25,-0.136,21699949.24,34.50,0.095,21699927.29,34.50,-0.043,21699950.62,34.50,0.014,21699926.74,31.75,0.034,21699940.81,31.75,0.055,21699953.65,31.75,-0.001,21699943.98,31.75,0.037
409,21699933.88,35.25,-0.138,21699949.29,35.25,0.098,21699927.35,35.25,-0.040,21699950.64,35.25,0.015,21699927.00,32.50,0.046,21699940.96,32.75,0.062,21699953.80,32.75,0.006,21699944.26,32.75,0.050
410,21699933.89,36,-0.137,21699949.34,36.00,0.100,21699927.36,36.25,-0.039,21699950.64,36.25,0.015,21699927.15,33.50,0.053,21699941.05,33.50,0.066,21699953.91,33.50,0.011,21699944.50,33.75,0.062
411,21699933.8,37,-0.141,21699949.38,37.00,0.102,21699927.49,37.00,-0.033,21699950.76,37.00,0.021,21699927.34,34.25,0.061,21699941.33,34.25,0.079,21699954.00,34.25,0.015,21699944.70,34.25,0.071
412,21699933.77,37.75,-0.143,21699949.56,37.75,0.110,21699927.64,37.75,-0.027,21699950.96,38.00,0.030,21699927.48,35.00,0.068,21699941.59,35.25,0.091,21699954.03,35.25,0.017,21699944.95,35.25,0.082
413,21699933.66,38.5,-0.148,21699949.68,38.75,0.116,21699927.69,38.75,-0.024,21699951.03,38.75,0.033,21699927.54,36.00,0.071,21699941.78,36.00,0.100,21699953.92,36.00,0.012,21699945.10,36.25,0.089
414,21699933.61,39.5,-0.15,21699949.89,39.50,0.125,21699927.99,39.50,-0.010,21699951.18,39.50,0.040,21699927.76,36.75,0.081,21699942.04,37.00,0.111,21699954.09,37.00,0.020,21699945.45,37.00,0.105
415,21699933.53,40.25,-0.154,21699950.12,40.50,0.136,21699928.15,40.50,-0.003,21699951.12,40.50,0.037,21699927.84,37.50,0.085,21699942.14,37.50,0.116,21699954.13,37.50,0.022,21699945.71,37.75,0.117
416,21699933.35,41.25,-0.162,21699950.30,41.25,0.144,21699928.32,41.25,0.005,21699951.20,41.25,0.041,21699928.18,38.50,0.101,21699942.41,38.50,0.129,21699954.30,38.50,0.029,21699946.07,38.50,0.134
417,21699933.27,42,-0.165,21699950.52,42.00,0.154,21699928.48,42.00,0.012,21699951.28,42.25,0.045,21699928.40,39.50,0.111,21699942.59,39.50,0.137,21699954.45,39.50,0.036,21699946.42,39.50,0.150
418,21699933.26,43,-0.166,21699950.82,43.00,0.168,21699928.75,43.00,0.025,21699951.48,43.00,0.054,21699928.76,40.00,0.127,21699942.89,40.25,0.151,21699954.59,40.00,0.043,21699946.77,40.50,0.166
419,21699933.11,43.75,-0.173,21699950.88,43.75,0.171,21699928.85,43.75,0.029,21699951.56,44.00,0.058,21699928.96,41.00,0.136,21699943.13,41.25,0.162,21699954.74,41.00,0.050,21699947.14,41.00,0.183
420,21699933,44.75,-0.178,21699951.17,44.75,0.185,21699928.93,44.75,0.033,21699951.67,44.75,0.062,21699929.23,42.00,0.149,21699943.36,42.00,0.172,21699954.91,42.00,0.057,21699947.50,42.00,0.200
421,21699932.84,45.5,-0.185,21699951.33,45.50,0.192,21699929.10,45.50,0.041,21699951.81,45.50,0.069,21699929.42,42.75,0.158,21699943.62,42.75,0.184,21699955.04,42.75,0.063,21699947.85,42.75,0.216
422,21699932.69,46.25,-0.192,21699951.55,46.50,0.202,21699929.30,46.50,0.050,21699952.05,46.50,0.080,21699929.81,43.75,0.175,21699944.10,43.75,0.206,21699955.34,43.75,0.077,21699948.27,43.75,0.235
423,21699932.54,47.25,-0.199,21699951.77,47.25,0.212,21699929.57,47.25,0.062,21699952.31,47.25,0.092,21699930.02,44.25,0.185,21699944.42,44.25,0.221,21699955.45,44.50,0.082,21699948.52,44.50,0.247
424,21699932.37,48,-0.207,21699952.04,48.25,0.224,21699929.82,48.25,0.074,21699952.46,48.25,0.099,21699930.24,45.25,0.195,21699944.73,45.25,0.235,21699955.52,45.25,0.086,21699948.79,45.50,0.259
425,21699932.14,49,-0.218,21699952.24,49.00,0.234,21699930.02,49.00,0.083,21699952.71,49.00,0.110,21699930.42,46.25,0.204,21699945.09,46.25,0.252,21699955.69,46.25,0.093,21699949.11,46.25,0.274
426,21699932,49.75,-0.224,21699952.50,50.00,0.246,21699930.21,50.00,0.092,21699952.92,50.00,0.120,21699930.58,47.00,0.211,21699945.45,47.25,0.269,21699955.80,47.25,0.099,21699949.39,47.25,0.287
427,21699931.93,50.75,-0.227,21699952.80,50.75,0.260,21699930.49,50.75,0.105,21699953.17,50.75,0.132,21699930.65,47.75,0.214,21699945.84,47.75,0.287,21699955.86,47.75,0.101,21699949.54,48.00,0.294
428,21699931.62,51.5,-0.242,21699952.94,51.75,0.266,21699930.60,51.75,0.110,21699953.34,51.75,0.139,21699930.76,48.75,0.219,21699946.20,48.75,0.303,21699955.90,48.75,0.103,21699949.79,48.75,0.305
429,21699931.36,52.5,-0.254,21699953.17,52.50,0.277,21699930.71,52.50,0.115,21699953.48,52.50,0.146,21699930.72,49.75,0.218,21699946.50,49.75,0.317,21699955.86,49.75,0.101,21699949.93,49.75,0.312
430,21699931.9,53.25,-0.229,21699953.44,53.50,0.289,21699931.02,53.50,0.129,21699953.76,53.50,0.159,21699930.76,50.50,0.219,21699946.87,50.50,0.334,21699955.89,50.50,0.103,21699950.12,50.50,0.320
431,21699931.32,54.25,-0.255,21699953.51,54.25,0.292,21699931.06,54.25,0.131,21699953.88,54.25,0.164,21699930.73,51.25,0.218,21699947.15,51.25,0.347,21699955.73,51.25,0.095,21699950.11,51.25,0.320
432,21699931.02,55,-0.269,21699953.61,55.00,0.297,21699931.19,55.00,0.137,21699954.02,55.25,0.171,21699930.65,52.25,0.214,21699947.46,52.25,0.362,21699955.64,52.25,0.091,21699950.18,52.25,0.323
433,21699930.97,56,-0.272,21699953.80,56.00,0.306,21699931.26,56.00,0.140,21699954.13,56.00,0.176,21699930.50,53.00,0.207,21699947.67,53.00,0.371,21699955.48,53.25,0.084,21699950.23,53.25,0.325
434,21699930.79,56.75,-0.28,21699953.86,56.75,0.308,21699931.30,57.00,0.142,21699954.23,57.00,0.181,21699930.37,54.00,0.201,21699947.87,54.00,0.380,21699955.24,54.00,0.073,21699950.20,54.00,0.324
435,21699930.64,57.75,-0.287,21699953.84,57.75,0.308,21699931.18,57.75,0.137,21699954.19,57.75,0.179,21699930.10,54.75,0.189,21699948.02,54.75,0.387,21699955.06,54.75,0.064,21699950.24,54.75,0.326
436,21699930.45,58.5,-0.295,21699953.83,58.50,0.307,21699931.24,58.50,0.139,21699954.26,58.50,0.182,21699929.97,55.50,0.183,21699948.09,55.50,0.390,21699954.82,55.75,0.053,21699950.17,55.75,0.323
437,21699930.23,59.25,-0.306,21699953.70,59.50,0.301,21699931.14,59.50,0.135,21699954.25,59.50,0.181,21699929.73,56.50,0.172,21699948.12,56.50,0.392,21699954.48,56.50,0.038,21699950.10,56.50,0.320
438,21699930.08,60,-0.313,21699953.59,60.25,0.296,21699931.00,60.25,0.128,21699954.16,60.25,0.177,21699929.45,57.25,0.159,21699948.11,57.25,0.391,21699954.25,57.25,0.027,21699950.04,57.25,0.317
439,21699929.99,60.75,-0.317,21699953.48,61.00,0.291,21699930.90,61.00,0.124,21699954.18,61.00,0.178,21699929.26,58.00,0.150,21699948.16,58.00,0.394,21699954.00,58.00,0.016,21699949.97,58.00,0.314
440,21699929.94,61.5,-0.319,21699953.36,61.50,0.285,21699930.78,61.75,0.118,21699954.07,61.75,0.173,21699929.09,58.75,0.142,21699948.16,58.75,0.394,21699953.79,58.75,0.006,21699949.95,58.75,0.312
